date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:03:03	29215/29215	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202017%2023:31:08%20GMT	http://broadmoorterrace.com/images/moonrisebanner.jpg	C:/My%20Web%20Sites/Broadmoor_Terrace/broadmoorterrace.com/images/moonrisebanner.jpg	(from http://broadmoorterrace.com/)
23:03:04	5855/5855	---M-Z	200	added ('OK')	text/html	date:Thu,%2028%20Sep%202017%2003:42:28%20GMT	http://broadmoorterrace.com/index.html	C:/My%20Web%20Sites/Broadmoor_Terrace/broadmoorterrace.com/index-2.html	(from http://broadmoorterrace.com/apartments.html)
23:03:04	4996/4996	---M-Z	200	added ('OK')	text/html	date:Thu,%2028%20Sep%202017%2003:03:57%20GMT	http://broadmoorterrace.com/apartments2.html	C:/My%20Web%20Sites/Broadmoor_Terrace/broadmoorterrace.com/apartments2.html	(from http://broadmoorterrace.com/apartments.html)
23:03:11	40683/40683	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202017%2023:31:06%20GMT	http://broadmoorterrace.com/images/livingroom.jpg	C:/My%20Web%20Sites/Broadmoor_Terrace/broadmoorterrace.com/images/livingroom.jpg	(from http://broadmoorterrace.com/apartments.html)
23:03:12	3296/3296	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202017%2023:31:05%20GMT	http://broadmoorterrace.com/images/livingroom-t.jpg	C:/My%20Web%20Sites/Broadmoor_Terrace/broadmoorterrace.com/images/livingroom-t.jpg	(from http://broadmoorterrace.com/apartments.html)
23:03:12	112398/112398	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202017%2023:31:11%20GMT	http://broadmoorterrace.com/images/pool.jpg	C:/My%20Web%20Sites/Broadmoor_Terrace/broadmoorterrace.com/images/pool.jpg	(from http://broadmoorterrace.com/)
23:03:13	3934/3934	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202017%2023:31:04%20GMT	http://broadmoorterrace.com/images/kitch-liv2-t.jpg	C:/My%20Web%20Sites/Broadmoor_Terrace/broadmoorterrace.com/images/kitch-liv2-t.jpg	(from http://broadmoorterrace.com/apartments.html)
23:03:15	160334/160334	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202017%2023:30:57%20GMT	http://broadmoorterrace.com/images/commons.jpg	C:/My%20Web%20Sites/Broadmoor_Terrace/broadmoorterrace.com/images/commons.jpg	(from http://broadmoorterrace.com/)
23:03:16	3418/3418	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202017%2023:30:49%20GMT	http://broadmoorterrace.com/images/bedroom-t.jpg	C:/My%20Web%20Sites/Broadmoor_Terrace/broadmoorterrace.com/images/bedroom-t.jpg	(from http://broadmoorterrace.com/apartments.html)
23:03:20	240439/240439	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202017%2023:31:02%20GMT	http://broadmoorterrace.com/images/genview2.jpg	C:/My%20Web%20Sites/Broadmoor_Terrace/broadmoorterrace.com/images/genview2.jpg	(from http://broadmoorterrace.com/)
23:03:21	48221/48221	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202017%2023:30:50%20GMT	http://broadmoorterrace.com/images/bedroom.jpg	C:/My%20Web%20Sites/Broadmoor_Terrace/broadmoorterrace.com/images/bedroom.jpg	(from http://broadmoorterrace.com/apartments.html)
23:03:21	58564/58564	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202017%2023:31:05%20GMT	http://broadmoorterrace.com/images/kitch-liv2.jpg	C:/My%20Web%20Sites/Broadmoor_Terrace/broadmoorterrace.com/images/kitch-liv2.jpg	(from http://broadmoorterrace.com/apartments.html)
23:03:21	3665/3665	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202017%2023:31:03%20GMT	http://broadmoorterrace.com/images/kitch-liv1-t.jpg	C:/My%20Web%20Sites/Broadmoor_Terrace/broadmoorterrace.com/images/kitch-liv1-t.jpg	(from http://broadmoorterrace.com/apartments.html)
